t,x_mm,T_solver,T_series
5.1500,1.39500,82.551017,82.549515
5.1500,1.40500,82.181629,82.180144
5.1500,1.41500,81.804301,81.802833
5.1500,1.42500,81.419126,81.417676
5.1500,1.43500,81.026198,81.024766
5.1500,1.44500,80.625615,80.624202
5.1500,1.45500,80.217476,80.216081
5.1500,1.46500,79.801881,79.800505
5.1500,1.47500,79.378933,79.377577
5.1500,1.48500,78.948736,78.947400
5.1500,1.49500,78.511396,78.510080
5.1500,1.50500,78.067021,78.065726
5.1500,1.51500,77.615722,77.614447
5.1500,1.52500,77.157608,77.156355
5.1500,1.53500,76.692794,76.691562
5.1500,1.54500,76.221394,76.220184
5.1500,1.55500,75.743524,75.742336
5.1500,1.56500,75.259302,75.258137
5.1500,1.57500,74.768848,74.767705
5.1500,1.58500,74.272283,74.271162
5.1500,1.59500,73.769728,73.768631
5.1500,1.60500,73.261309,73.260235
5.1500,1.61500,72.747150,72.746100
5.1500,1.62500,72.227379,72.226353
5.1500,1.63500,71.702124,71.701122
5.1500,1.64500,71.171513,71.170536
5.1500,1.65500,70.635679,70.634727
5.1500,1.66500,70.094754,70.093826
5.1500,1.67500,69.548870,69.547968
5.1500,1.68500,68.998163,68.997286
5.1500,1.69500,68.442769,68.441917
5.1500,1.70500,67.882824,67.881998
5.1500,1.71500,67.318466,67.317667
5.1500,1.72500,66.749836,66.749063
5.1500,1.73500,66.177072,66.176326
5.1500,1.74500,65.600318,65.599598
5.1500,1.75500,65.019714,65.019020
5.1500,1.76500,64.435404,64.434738
5.1500,1.77500,63.847532,63.846893
5.1500,1.78500,63.256244,63.255632
5.1500,1.79500,62.661685,62.661100
5.1500,1.80500,62.064002,62.063445
5.1500,1.81500,61.463342,61.462813
5.1500,1.82500,60.859854,60.859352
5.1500,1.83500,60.253686,60.253213
5.1500,1.84500,59.644988,59.644543
5.1500,1.85500,59.033911,59.033494
5.1500,1.86500,58.420604,58.420216
5.1500,1.87500,57.805220,57.804860
5.1500,1.88500,57.187910,57.187578
5.1500,1.89500,56.568826,56.568523
5.1500,1.90500,55.948122,55.947848
5.1500,1.91500,55.325950,55.325704
5.1500,1.92500,54.702464,54.702247
5.1500,1.93500,54.077818,54.077630
5.1500,1.94500,53.452166,53.452006
5.1500,1.95500,52.825661,52.825531
5.1500,1.96500,52.198460,52.198358
5.1500,1.97500,51.570716,51.570644
5.1500,1.98500,50.942585,50.942541
5.1500,1.99500,50.314221,50.314206
